elapsed_s,lidar_timestamp,state,speed,steering,steering_offset,reason,raw_points,valid_points,left_fov_points,right_fov_points,tangent_clusters,tangent_candidates,detected_vehicle_count,right_vehicle,right_vehicle_raw,right_cluster_points,right_seen_scans,right_missing_scans,right_track_id,is_prealign_near,is_near,pair_source_scans,pair_valid,angle_a_deg,angle_b_deg,angle_bisector_deg,dist_a_mm,dist_b_mm,distance_bias_ab_mm,angle_term,distance_term,paper_steering,dist_c_mm,dist_d_mm,distance_bias_cd_mm
8.949768,1785211506.427320004,search_first_car,50,-25,-25,paper_search_first_vehicle,75,75,52,23,0,0,0,0,0,0,0,5,0,0,0,5,0,,,,,,,,,,,,
9.038791,1785211506.541805029,search_first_car,50,-25,-25,paper_search_first_vehicle,75,75,51,24,0,0,0,0,0,0,0,6,0,0,0,5,0,,,,,,,,,,,,
9.127206,1785211506.652997017,search_first_car,50,-25,-25,paper_search_first_vehicle,71,71,51,20,0,0,0,0,0,0,0,7,0,0,0,5,0,,,,,,,,,,,,
9.215535,1785211506.764666080,search_first_car,50,-25,-25,paper_search_first_vehicle,73,73,48,25,0,0,0,0,0,0,0,8,0,0,0,5,0,,,,,,,,,,,,
9.309124,1785211506.764666080,search_first_car,50,-25,-25,paper_search_first_vehicle,73,73,48,25,0,0,0,0,0,0,0,8,0,0,0,5,0,,,,,,,,,,,,
9.398170,1785211506.878105164,search_first_car,50,-25,-25,paper_search_first_vehicle,73,73,51,22,0,0,0,0,0,0,0,9,0,0,0,5,0,,,,,,,,,,,,
9.487485,1785211506.989928007,search_first_car,50,-25,-25,paper_search_first_vehicle,72,72,50,22,0,0,0,0,0,0,0,10,0,0,0,5,0,,,,,,,,,,,,
9.576206,1785211507.100876093,search_first_car,50,-25,-25,paper_search_first_vehicle,74,74,50,24,0,0,0,0,0,0,0,11,0,0,0,5,0,,,,,,,,,,,,
9.665561,1785211507.215685844,search_first_car,50,-25,-25,paper_search_first_vehicle,73,73,52,21,0,0,0,0,0,0,0,12,0,0,0,5,0,,,,,,,,,,,,
9.754778,1785211507.215685844,search_first_car,50,-25,-25,paper_search_first_vehicle,73,73,52,21,0,0,0,0,0,0,0,12,0,0,0,5,0,,,,,,,,,,,,
9.847561,1785211507.327283859,search_first_car,50,-25,-25,paper_search_first_vehicle,76,76,54,22,0,0,0,0,0,0,0,13,0,0,0,5,0,,,,,,,,,,,,
9.936280,1785211507.438338041,search_first_car,50,-25,-25,paper_search_first_vehicle,73,73,50,23,0,0,0,0,0,0,0,14,0,0,0,5,0,,,,,,,,,,,,
10.022904,1785211507.550123930,search_first_car,50,-25,-25,paper_search_first_vehicle,75,75,52,23,0,0,0,0,0,0,0,15,0,0,0,5,0,,,,,,,,,,,,
10.112009,1785211507.550123930,search_first_car,50,-25,-25,paper_search_first_vehicle,75,75,52,23,0,0,0,0,0,0,0,15,0,0,0,5,0,,,,,,,,,,,,
10.201441,1785211507.664494991,search_first_car,50,-25,-25,paper_search_first_vehicle,74,74,54,20,0,0,0,0,0,0,0,16,0,0,0,5,0,,,,,,,,,,,,
10.290512,1785211507.776587963,search_first_car,50,-25,-25,paper_search_first_vehicle,77,77,52,25,0,0,0,0,0,0,0,17,0,0,0,5,0,,,,,,,,,,,,
10.383775,1785211507.887267113,search_first_car,50,-25,-25,paper_search_first_vehicle,76,76,52,24,0,0,0,0,0,0,0,18,0,0,0,5,0,,,,,,,,,,,,
10.472404,1785211508.001933098,search_first_car,50,-25,-25,paper_search_first_vehicle,73,73,51,22,0,0,0,0,0,0,0,19,0,0,0,5,0,,,,,,,,,,,,
10.560526,1785211508.001933098,search_first_car,50,-25,-25,paper_search_first_vehicle,73,73,51,22,0,0,0,0,0,0,0,19,0,0,0,5,0,,,,,,,,,,,,
10.649268,1785211508.113545895,search_first_car,50,-25,-25,paper_search_first_vehicle,74,74,51,23,0,0,0,0,0,0,0,20,0,0,0,5,0,,,,,,,,,,,,
10.737974,1785211508.225498915,search_first_car,50,-25,-25,paper_search_first_vehicle,76,76,55,21,0,0,0,0,0,0,0,21,0,0,0,5,0,,,,,,,,,,,,
10.827209,1785211508.336581230,search_first_car,50,-25,-25,paper_search_first_vehicle,77,77,53,24,0,0,0,0,0,0,0,22,0,0,0,5,0,,,,,,,,,,,,
10.920440,1785211508.450651884,search_first_car,50,-25,-25,paper_search_first_vehicle,75,75,52,23,0,0,0,0,0,0,0,23,0,0,0,5,0,,,,,,,,,,,,
11.008548,1785211508.450651884,search_first_car,50,-25,-25,paper_search_first_vehicle,75,75,52,23,0,0,0,0,0,0,0,23,0,0,0,5,0,,,,,,,,,,,,
11.097461,1785211508.562539101,search_first_car,50,-25,-25,paper_search_first_vehicle,75,75,51,24,0,0,0,0,0,0,0,24,0,0,0,5,0,,,,,,,,,,,,
11.185698,1785211508.673954010,search_first_car,50,-25,-25,paper_search_first_vehicle,77,77,54,23,0,0,0,0,0,0,0,25,0,0,0,5,0,,,,,,,,,,,,
11.274750,1785211508.788446903,search_first_car,50,-25,-25,paper_search_first_vehicle,79,79,53,26,0,0,0,0,0,0,0,26,0,0,0,5,0,,,,,,,,,,,,
11.363284,1785211508.899591923,search_first_car,50,-25,-25,paper_search_first_vehicle,75,75,51,24,0,0,0,0,0,0,0,27,0,0,0,5,0,,,,,,,,,,,,
11.456305,1785211508.899591923,search_first_car,50,-25,-25,paper_search_first_vehicle,75,75,51,24,0,0,0,0,0,0,0,27,0,0,0,5,0,,,,,,,,,,,,
11.544995,1785211509.010658026,search_first_car,50,-25,-25,paper_search_first_vehicle,75,75,52,23,0,0,0,0,0,0,0,28,0,0,0,5,0,,,,,,,,,,,,
11.633549,1785211509.122761965,search_first_car,50,-25,-25,paper_search_first_vehicle,74,74,50,24,0,0,0,0,0,0,0,29,0,0,0,5,0,,,,,,,,,,,,
11.722442,1785211509.237459898,search_first_car,50,-25,-25,paper_search_first_vehicle,76,76,50,26,0,0,0,0,0,0,0,30,0,0,0,5,0,,,,,,,,,,,,
11.811697,1785211509.348101854,search_first_car,50,-25,-25,paper_search_first_vehicle,77,77,51,26,0,0,0,0,0,0,0,31,0,0,0,5,0,,,,,,,,,,,,
11.899469,1785211509.348101854,search_first_car,50,-25,-25,paper_search_first_vehicle,77,77,51,26,0,0,0,0,0,0,0,31,0,0,0,5,0,,,,,,,,,,,,
11.993065,1785211509.460165024,search_first_car,50,-25,-25,paper_search_first_vehicle,74,74,50,24,0,0,0,0,0,0,0,32,0,0,0,5,0,,,,,,,,,,,,
12.081403,1785211509.573844910,search_first_car,50,-25,-25,paper_search_first_vehicle,72,72,47,25,0,0,0,0,0,0,0,33,0,0,0,5,0,,,,,,,,,,,,
12.169865,1785211509.684961081,search_first_car,50,-25,-25,paper_search_first_vehicle,67,67,40,27,0,0,0,0,0,0,0,34,0,0,0,5,0,,,,,,,,,,,,
12.258974,1785211509.796504021,search_first_car,50,-25,-25,paper_search_first_vehicle,68,68,42,26,0,0,0,0,0,0,0,35,0,0,0,5,0,,,,,,,,,,,,
12.347427,1785211509.796504021,search_first_car,50,-25,-25,paper_search_first_vehicle,68,68,42,26,0,0,0,0,0,0,0,35,0,0,0,5,0,,,,,,,,,,,,
12.436956,1785211509.912232876,search_first_car,50,-25,-25,paper_search_first_vehicle,75,75,50,25,0,0,0,0,0,0,0,36,0,0,0,5,0,,,,,,,,,,,,
12.530360,1785211510.023339033,search_first_car,50,-25,-25,paper_search_first_vehicle,76,76,51,25,0,0,0,0,0,0,0,37,0,0,0,5,0,,,,,,,,,,,,
12.617518,1785211510.133839846,search_first_car,50,-25,-25,paper_search_first_vehicle,74,74,51,23,0,0,0,0,0,0,0,38,0,0,0,5,0,,,,,,,,,,,,
12.706151,1785211510.248933077,search_first_car,50,-25,-25,paper_search_first_vehicle,76,76,53,23,0,0,0,0,0,0,0,39,0,0,0,5,0,,,,,,,,,,,,
12.795401,1785211510.248933077,search_first_car,50,-25,-25,paper_search_first_vehicle,76,76,53,23,0,0,0,0,0,0,0,39,0,0,0,5,0,,,,,,,,,,,,
12.884616,1785211510.360390902,search_first_car,50,-25,-25,paper_search_first_vehicle,72,72,45,27,0,0,0,0,0,0,0,40,0,0,0,5,0,,,,,,,,,,,,
12.972299,1785211510.471956015,search_first_car,50,-25,-25,paper_search_first_vehicle,63,63,42,21,0,0,0,0,0,0,0,41,0,0,0,5,0,,,,,,,,,,,,
13.066087,1785211510.582586765,search_first_car,50,-25,-25,paper_search_first_vehicle,71,71,43,28,0,0,0,0,0,0,0,42,0,0,0,5,0,,,,,,,,,,,,
13.153873,1785211510.697941065,search_first_car,50,-25,-25,paper_search_first_vehicle,61,61,37,24,0,0,0,0,0,0,0,43,0,0,0,5,0,,,,,,,,,,,,
13.243147,1785211510.697941065,search_first_car,50,-25,-25,paper_search_first_vehicle,61,61,37,24,0,0,0,0,0,0,0,43,0,0,0,5,0,,,,,,,,,,,,
13.331709,1785211510.809175014,search_first_car,50,-25,-25,paper_search_first_vehicle,58,58,33,25,0,0,0,0,0,0,0,44,0,0,0,5,0,,,,,,,,,,,,
13.420835,1785211510.919749022,search_first_car,50,-25,-25,paper_search_first_vehicle,51,51,28,23,0,0,0,0,0,0,0,45,0,0,0,5,0,,,,,,,,,,,,
13.509045,1785211511.034390926,search_first_car,50,-25,-25,paper_search_first_vehicle,60,60,35,25,0,0,0,0,0,0,0,46,0,0,0,5,0,,,,,,,,,,,,
13.602223,1785211511.146260977,search_first_car,50,-25,-25,paper_search_first_vehicle,58,58,35,23,0,0,0,0,0,0,0,47,0,0,0,5,0,,,,,,,,,,,,
